Id,LotArea,OverallQual,YearBuilt,1terQual,HeatingQC,GrLivArea,KitchenQual,TotRmsAbvGrd,GarageArea,SalePrice
981,12122,2,1961,1,2,999,1,6,588,178400
982,12203,2,1998,2,1,2612,2,8,676,336000
983,3182,2,2007,2,1,1266,2,6,388,159895
984,11250,2,2002,2,1,2290,2,9,779,255900
985,10125,1,1977,3,3,1734,2,8,539,126000
986,10880,1,1950,3,3,1164,3,5,240,125000
987,5310,2,1910,3,2,1635,2,5,255,117000
988,10159,2,2009,1,1,1940,1,8,606,395192
989,12046,2,1976,3,3,2030,2,8,551,195000
990,8125,2,2006,2,1,1576,2,6,614,197000
991,9452,2,1997,2,1,2392,2,7,870,348000
992,17671,2,1882,2,2,1742,2,8,424,168000
993,9760,2,1964,3,2,1851,2,7,440,187000
994,8846,2,2005,3,1,1500,2,6,564,173900
995,12456,2,2006,1,1,1718,1,7,786,337500
996,4712,1,1946,3,3,1230,3,5,305,121600
997,10659,1,1961,3,3,1050,3,6,368,136500
998,11717,2,1970,3,3,1442,3,6,615,185000
999,9786,1,1922,3,4,1077,3,6,210,91000
1000,6762,2,2006,2,1,1208,2,6,632,206000
1001,10206,1,1952,3,4,944,4,4,528,82000
1002,5400,1,1920,3,1,691,1,4,216,86000
1003,11957,2,2006,2,1,1574,2,7,824,232000
1004,11500,1,1976,3,4,1680,3,8,528,136905
1005,3182,2,2005,2,1,1504,2,7,457,181000
1006,8385,1,1977,2,3,985,3,6,328,149900
1007,12155,2,1970,3,2,1657,3,7,484,163500
1008,2217,1,1970,3,3,1092,3,6,286,88000
1009,12118,2,2004,2,1,1710,2,7,550,240000
1010,6000,1,1926,3,1,1522,3,7,0,102000
1011,21286,1,1948,3,3,1271,3,7,312,135000
1012,9825,1,1965,3,3,1664,3,8,0,100000
1013,10592,2,1923,3,3,1502,2,7,180,165000
1014,7200,1,1910,3,3,1022,3,4,280,85000
1015,11664,2,1948,3,3,1082,3,5,240,119200
1016,8400,2,2001,2,1,1665,2,6,528,227000
1017,11883,2,1996,2,1,1504,2,6,478,203000
1018,5814,2,1984,2,2,1360,2,4,565,187500
1019,10784,2,1991,2,2,1472,2,7,402,160000
1020,3013,2,2005,2,1,1506,2,6,440,213490
1021,7024,1,2005,3,1,1132,2,5,451,176000
1022,7406,2,2006,2,1,1220,2,6,632,194000
1023,9439,1,1930,3,2,1248,3,6,160,87000
1024,3182,2,2005,2,1,1504,2,7,437,191000
1025,15498,2,1976,2,3,2898,2,10,665,287000
1026,7700,1,1972,3,3,882,3,5,461,112500
1027,9300,1,1960,3,3,1264,3,6,461,167500
1028,9520,2,2007,2,1,1646,2,7,800,293077
1029,9492,1,1941,3,3,1376,3,6,240,105000
1030,1680,2,1972,3,2,1218,3,7,264,118000
1031,7082,1,1916,3,2,1928,3,10,0,160000
1032,15863,2,1920,3,1,3082,3,12,672,197000
1033,14541,2,1993,2,1,2520,2,10,796,310000
1034,8125,2,2002,2,1,1654,2,6,900,230000
1035,6305,1,1938,3,1,954,4,5,240,119750
1036,11500,1,1957,3,1,845,3,5,290,84000
1037,12898,2,2007,2,1,1620,1,6,912,315500
1038,9240,2,2001,2,1,2263,2,7,905,287000
1039,1533,1,1970,3,3,1344,3,6,0,97000
1040,1477,1,1970,3,3,630,3,3,286,80000
1041,13125,1,1957,3,1,1803,3,8,484,155000
1042,9130,2,1966,3,2,1632,2,7,484,173000
1043,5381,2,2005,2,1,1306,2,5,624,196000
1044,11839,2,1990,3,1,2329,2,10,514,262280
1045,9600,2,1981,2,3,2524,2,9,542,278000
1046,13680,1,1955,3,1,1733,3,8,452,139600
1047,16056,2,2005,2,1,2868,1,11,716,556581
1048,9245,1,1994,3,1,990,3,5,672,145000
1049,21750,1,1960,3,3,1771,3,9,336,115000
1050,11100,1,1946,3,1,930,2,6,308,84900
1051,8993,2,2007,2,1,1302,2,6,436,176485
1052,11175,2,2007,2,1,1316,2,6,440,200141
1053,9500,2,1964,3,3,1977,3,9,540,165000
1054,8562,1,1957,3,1,1526,3,7,364,144500
1055,11367,2,2002,2,1,1989,2,7,586,255000
1056,11361,2,1976,3,3,1523,3,7,478,180000
1057,7052,2,2005,2,1,1364,2,6,484,185850
1058,29959,2,1994,2,1,1850,2,7,467,248000
1059,11308,2,2008,1,1,2184,1,10,836,335000
1060,11275,2,1932,3,3,1991,3,7,432,220000
1061,4920,2,2001,2,1,1338,2,6,582,213500
1062,18000,1,1935,4,3,894,3,6,1248,81000
1063,13600,1,1900,3,3,2337,3,10,560,90000
1064,6000,2,1925,3,2,1103,2,5,440,110500
1065,11000,1,1966,3,1,1154,3,6,480,154000
1066,14000,2,1996,2,1,2260,2,7,533,328000
1067,7837,2,1993,2,2,1571,3,7,380,178000
1068,9760,2,1964,3,3,1611,3,7,442,167900
1069,3964,2,1973,3,2,2521,3,10,576,151400
1070,9600,1,1949,3,3,893,2,4,576,135000
1071,10152,1,1956,3,3,1048,3,6,286,135000
1072,11700,2,1968,3,1,1556,3,8,441,154000
1073,7585,1,1948,3,4,1456,3,7,280,91500
1074,7950,2,1977,3,3,1426,3,6,440,159500
1075,8556,2,2006,2,1,1240,2,5,826,194000
1076,13125,2,1940,3,3,1740,3,6,240,219500
1077,10800,1,1936,3,2,1466,2,7,566,170000
1078,15870,1,1969,3,1,1096,3,6,299,138800
1079,4435,2,2004,2,1,848,2,3,420,155900
1080,8775,1,1994,3,2,990,3,5,299,126000
1081,11040,2,1971,2,1,1258,2,5,528,145000
1082,7500,1,1963,3,4,1040,3,5,308,133000
1083,8749,2,2002,2,1,1459,2,6,527,192000
1084,8800,2,1964,3,3,1251,3,6,461,160000
1085,13031,2,1995,3,2,1498,3,6,409,187500
1086,9069,2,1992,3,1,996,2,5,564,147000
1087,1974,1,1973,3,3,1092,3,6,286,83500
1088,10574,2,2005,2,1,1953,2,9,1043,252000
1089,2522,2,2004,2,1,1709,2,7,380,137500
1090,3316,2,2005,2,1,1247,2,4,550,197000
1091,8544,1,1950,3,4,1040,3,6,400,92900
1092,2160,2,1999,2,1,1252,2,4,462,160000
1093,8400,2,1925,3,4,1694,3,7,576,136500
1094,9230,1,1965,3,2,1200,2,6,884,146000
1095,5868,1,1956,3,1,936,3,4,308,129000
1096,9317,2,2006,2,2,1314,2,6,440,176432
1097,6882,2,1914,3,3,1355,2,7,0,127000
1098,3696,2,1986,2,1,1088,2,5,461,170000
1099,6000,1,1936,3,3,1324,3,6,240,128000
1100,11880,2,1978,3,3,1601,3,7,478,157000
1101,8400,1,1920,3,3,438,4,3,246,60000
1102,9758,1,1971,3,3,950,3,5,280,119500
1103,7000,1,1960,3,1,1134,3,6,254,135000
1104,8910,2,1959,3,1,1194,3,6,539,159500
1105,2016,1,1970,3,3,1302,3,6,440,106000
1106,12256,2,1994,2,1,2622,2,9,712,325000
1107,10357,2,1990,2,2,1442,2,6,719,179900
1108,23257,2,2006,2,1,2021,2,9,422,274725
1109,8063,2,2000,3,1,1690,3,7,463,181000
1110,11362,2,2004,2,1,1836,2,7,862,280000
1111,8000,2,1995,3,2,1658,3,8,431,188000
1112,10480,2,1976,3,3,1964,3,8,483,205000
1113,7100,1,1957,3,3,816,3,5,308,129900
1114,8923,1,1953,3,2,1008,2,6,240,134500
1115,5400,1,1954,3,1,833,2,4,326,117000
1116,12085,2,2007,2,1,1734,1,7,928,318000
1117,7750,2,2002,2,1,1419,2,7,527,184100
1118,9764,1,1967,3,1,894,2,5,450,130000
1119,13825,1,1958,3,3,1601,3,6,300,140000
1120,7560,1,1959,3,3,1040,3,6,286,133700
1121,8263,2,1920,3,3,1012,3,6,308,118400
1122,10084,2,2005,2,1,1552,2,7,782,212900
1123,8926,1,1956,3,1,960,3,5,288,112000
1124,9405,1,1947,3,1,698,3,4,0,118000
1125,9125,2,1992,3,2,1482,2,7,392,163900
1126,10434,1,1955,3,3,1005,4,5,672,115000
1127,3684,2,2007,2,1,1555,2,7,660,174000
1128,14572,2,2004,2,1,1530,2,7,630,259000
1129,11796,2,2004,2,1,1959,2,8,434,215000
1130,7200,1,1980,3,3,936,3,4,672,140000
1131,7804,1,1928,3,3,1981,2,7,576,135000
1132,10712,1,1991,3,3,974,3,5,0,93500
1133,9900,2,1880,3,3,2210,4,8,205,117500
1134,9828,2,1995,2,1,2020,2,8,466,239500
1135,8773,2,1997,3,2,1600,3,7,460,169000
1136,6180,2,1926,3,3,986,3,5,180,102000
1137,9600,2,1950,3,3,1252,3,6,288,119000
1138,6342,1,1875,3,2,1020,3,6,0,94000
1139,9819,2,1977,3,3,1567,2,5,714,196000
1140,8731,1,1920,3,3,1167,3,6,495,144000
1141,7350,1,1951,3,3,952,3,4,840,139000
1142,10304,1,1976,3,1,1868,2,9,484,197500
1143,9965,2,2006,2,1,2828,2,11,1052,424870
1144,9000,1,1959,3,3,1006,3,5,0,80000
1145,12180,1,1941,3,4,924,4,5,280,80000
1146,6240,1,1928,3,1,1576,3,8,225,149000
1147,11200,2,1985,2,3,1298,2,5,403,180000
1148,12000,2,1941,3,1,1564,4,7,234,174500
1149,5700,2,1926,3,3,1111,3,5,288,116900
1150,9000,2,1920,3,1,1482,3,7,324,143000
1151,8280,2,1950,3,1,932,2,4,306,124000
1152,17755,1,1959,3,3,1466,4,6,528,149900
1153,14115,2,1956,3,1,1811,1,6,470,230000
1154,5890,2,1930,2,1,816,3,5,432,120500
1155,13700,2,1965,3,3,1820,2,8,492,201800
1156,10768,1,1976,2,3,1437,2,6,528,218000
1157,9350,1,1965,3,2,1265,2,6,502,179900
1158,5001,2,2007,2,1,1314,2,6,626,230000
1159,11932,2,2007,2,1,1580,2,7,830,235128
1160,9120,2,1974,2,3,1876,2,8,540,185000
1161,2280,2,1978,3,4,1456,3,7,440,146000
1162,14778,2,1954,2,1,1640,2,7,924,224000
1163,8724,1,1968,3,2,894,3,5,450,129000
1164,12900,1,1969,3,3,1258,3,6,400,108959
1165,16157,1,1978,3,1,1432,2,5,588,194000
1166,9541,2,2009,2,1,1502,2,7,644,233170
1167,10475,2,2008,2,1,1694,2,7,776,245350
1168,10852,2,2000,3,1,1671,3,7,472,173000
1169,13728,2,1935,3,1,2108,2,7,540,235000
1170,35760,2,1995,2,1,3627,2,10,807,625000
1171,9880,2,1977,3,3,1118,3,6,358,171000
1172,9120,2,1958,3,1,1261,3,6,433,163000
1173,4017,2,2006,2,1,1250,2,5,625,171900
1174,18030,1,1946,3,3,3086,1,12,0,200500
1175,16560,2,1932,3,3,2345,3,9,360,239000
1176,10678,2,1992,2,1,2872,2,9,541,285000
1177,6951,1,1984,3,3,923,3,5,264,119500
1178,3950,2,1926,3,3,1224,3,5,210,115000
1179,7681,1,1921,3,1,1343,3,7,186,154900
1180,8335,1,1954,3,2,1124,3,5,0,93000
1181,11170,2,1990,3,1,2514,3,8,693,250000
1182,5587,2,2008,1,1,1652,2,5,482,392500
1183,15623,2,1996,2,1,4476,1,10,813,745000
1184,10800,1,1920,3,1,1130,3,5,720,120000
1185,35133,1,1963,3,2,1572,3,5,995,186700
1186,9738,1,1924,3,2,1221,3,7,392,104900
1187,10615,1,1900,3,3,1699,3,7,420,95000
1188,12461,2,1994,2,1,1624,2,5,757,262000
1189,8935,2,2002,2,1,1660,2,7,493,195000
1190,7500,2,1999,3,2,1804,2,7,442,189000
1191,32463,1,1961,3,1,1622,3,7,1356,168000
1192,2645,2,1999,2,1,1441,2,5,492,174000
1193,9600,1,1925,3,2,1472,2,6,250,125000
1194,4500,2,1999,3,1,1224,3,5,402,165000
1195,9364,2,1969,3,3,1352,3,7,299,158000
1196,8029,2,2005,3,1,1456,2,8,400,176000
1197,14054,2,2006,2,1,1863,2,9,660,219210
1198,8850,2,1916,3,1,1690,3,7,225,144000
1199,9100,2,2001,2,1,1212,2,6,573,178000
1200,11235,1,1963,3,2,1382,3,6,459,148000
1201,9353,1,1970,3,2,864,3,5,280,116050
1202,10400,2,1998,3,1,1779,2,6,546,197900
1203,6000,1,1925,3,1,1348,3,5,216,117000
1204,9750,2,2000,2,1,1630,2,6,451,213000
1205,10140,1,1975,3,1,1074,3,6,495,153500
1206,14684,2,1990,2,2,2196,2,7,701,271900
1207,8900,1,1966,3,3,1056,3,5,384,107000
1208,9135,2,2003,2,1,1700,2,7,544,200000
1209,7763,1,1962,3,3,1283,3,6,506,140000
1210,10182,2,2006,2,1,1660,2,8,500,290000
1211,11218,2,1992,2,1,1845,2,8,462,189000
1212,12134,2,1988,2,2,1752,3,8,492,164000
1213,9340,1,1941,3,3,672,3,4,234,113000
1214,10246,1,1965,3,1,960,3,3,364,145000
1215,10205,1,1962,3,3,999,3,6,300,134500
1216,7094,1,1966,3,3,894,3,5,384,125000
1217,8930,2,1978,3,3,1902,3,8,539,112000
1218,8640,2,2009,2,1,1314,2,6,552,229456
1219,6240,1,1947,3,2,912,3,3,0,80500
1220,1680,2,1971,3,3,1218,3,7,0,91500
1221,7800,1,1964,3,3,912,3,5,288,115000
1222,8250,1,1968,3,1,1211,3,5,322,134000
1223,10496,2,1949,3,1,1846,3,7,315,143000
1224,10680,1,1951,3,3,2136,3,7,528,137900
1225,15384,2,2004,2,1,1490,2,8,388,184000
1226,10482,2,1958,3,1,1138,3,6,264,145000
1227,14598,2,2007,2,1,1933,2,9,668,214000
1228,8872,1,1965,3,1,912,2,5,576,147000
1229,8769,2,2008,1,1,1702,1,7,1052,367294
1230,7910,1,1960,3,2,1507,3,7,404,127000
1231,18890,1,1977,3,1,2620,3,12,600,190000
1232,7728,1,1962,3,3,1190,3,6,540,132500
1233,9842,1,1962,3,3,1224,3,6,462,101800
1234,12160,1,1959,3,4,1188,3,6,531,142000
1235,8525,1,1911,3,3,1964,3,7,0,130000
1236,13132,1,1914,3,2,1784,3,9,180,138887
1237,2628,2,2003,2,1,1626,2,6,474,175500
1238,12393,2,2004,2,1,1948,2,8,434,195000
1239,13072,2,2005,2,1,1141,3,6,484,142500
1240,9037,2,2006,2,1,1484,1,6,472,265900
1241,8158,2,2003,2,1,1768,2,8,543,224900
1242,9849,2,2007,2,1,1689,2,7,954,248328
1243,10625,2,1974,3,3,1173,2,6,528,170000
1244,13891,2,2006,1,1,2076,1,7,850,465000
1245,11435,2,1929,3,4,1517,2,7,400,230000
1246,12090,2,1984,3,1,1868,3,7,477,178000
1247,8125,2,2005,2,1,1553,2,6,615,186500
1248,12328,2,1976,3,3,1034,3,6,888,169900
1249,9600,2,1917,3,4,2058,3,8,396,129500
1250,7200,1,1950,3,3,988,3,6,276,119000
1251,11160,2,1968,2,1,2110,1,8,522,244000
1252,3136,2,2003,2,1,1405,2,6,478,171750
1253,9858,1,1968,3,3,874,3,5,288,130000
1254,17542,2,1974,2,3,2167,2,9,518,294000
1255,6931,2,2003,2,1,1656,2,7,397,165400
1256,6240,2,1931,3,3,1367,3,6,560,127500
1257,14303,2,1994,2,1,1987,2,7,691,301500
1258,4060,1,1922,3,1,864,3,4,0,99900
1259,9587,2,2005,2,1,1166,2,5,400,190000
1260,9750,2,1969,3,2,1054,3,6,460,151000
1261,24682,2,1999,3,1,1675,3,7,502,181000
1262,9600,1,1956,3,2,1050,3,5,338,128900
1263,11250,1,1957,3,1,1788,3,8,304,161500
1264,13515,2,1919,3,1,1824,3,8,520,180500
1265,4060,2,1998,2,1,1337,2,5,511,181000
1266,3735,2,1999,2,1,1452,2,6,506,183900
1267,10120,2,1910,4,3,1889,3,9,308,122000
1268,13214,2,2008,1,1,2018,1,10,746,378500
1269,14100,2,1935,3,1,3447,2,11,1014,381000
1270,11344,1,1958,3,3,1524,3,7,315,144000
1271,23595,2,1979,2,3,1524,2,4,586,260000
1272,9156,2,1968,3,2,1489,2,7,462,185750
1273,13526,1,1965,3,3,935,3,5,288,137000
1274,11512,2,1959,3,2,1357,1,5,312,177000
1275,5362,1,1910,3,1,1250,3,8,552,139000
1276,11345,1,1948,3,2,1920,3,10,400,137000
1277,12936,2,1972,3,3,1395,3,6,497,162000
1278,17871,2,1967,3,4,1724,3,7,480,197900
1279,9473,2,2002,2,1,2031,2,7,577,237000
1280,7500,1,1920,3,3,1128,3,6,528,68400
1281,9808,2,2002,2,1,1573,2,6,544,227000
1282,8049,2,1990,3,3,1339,3,6,484,180000
1283,8800,1,1977,3,3,1040,2,5,484,150500
1284,9400,2,1971,3,3,1824,3,8,0,139000
1285,9638,2,1919,3,1,2447,2,10,336,169000
1286,6000,2,1939,3,1,1412,3,6,280,132500
1287,9790,2,1963,3,3,1328,3,6,528,143000
1288,36500,1,1964,3,4,1582,3,7,390,190000
1289,5664,2,2000,2,1,1659,1,5,499,278000
1290,11065,2,2006,2,1,1970,1,8,753,281000
1291,14112,1,1964,3,3,1152,3,6,484,180500
1292,1680,1,1972,3,3,1302,3,6,264,119500
1293,6600,1,1892,3,3,2372,3,11,432,107500
1294,10140,2,1976,3,3,1664,3,8,528,162900
1295,8172,1,1955,3,3,864,3,5,572,115000
1296,8400,1,1968,3,2,1052,3,5,288,138500
1297,8700,1,1963,3,2,1128,3,6,525,155000
1298,3675,2,2005,3,2,1072,3,5,525,140000
1299,63887,2,2008,1,1,5642,1,12,1418,160000
1300,7500,1,1959,3,1,1246,2,6,305,154000
1301,10762,2,1999,2,1,1983,2,9,490,225000
1302,7500,2,1942,3,4,1494,2,7,213,177500
1303,10120,2,1994,2,1,2526,2,8,844,290000
1304,8688,2,2005,2,1,1616,2,7,834,232000
1305,3363,2,2004,2,1,1708,2,7,380,130000
1306,13173,2,2006,2,1,1652,1,6,840,325000
1307,6955,2,2005,2,1,1368,2,6,474,202500
1308,8072,1,1994,3,1,990,3,5,480,138000
1309,12000,1,1948,3,1,1122,2,6,528,147000
1310,7153,2,1991,3,2,1294,2,6,496,179200
1311,17500,2,1959,2,3,1902,1,7,567,335000
1312,8814,2,2005,2,1,1274,2,6,508,203000
1313,9572,2,1990,2,1,2810,2,9,750,302000
1314,14774,2,1999,2,1,2599,2,10,779,333168
1315,8190,1,1954,3,1,948,3,5,280,119000
1316,11075,2,1969,3,3,2112,3,9,576,206900
1317,10226,2,2008,2,1,1630,1,8,860,295493
1318,4230,2,2006,2,1,1352,2,5,466,208900
1319,14781,2,2001,2,1,1787,2,7,748,275000
1320,10215,1,1954,3,1,948,3,5,248,111000
1321,8400,2,1957,3,2,1478,3,6,442,156500
1322,6627,1,1949,3,3,720,3,4,287,72500
1323,10186,2,1992,2,1,1923,2,8,564,190000
1324,5330,1,1940,4,2,708,4,5,0,82500
1325,9986,2,2006,2,1,1795,2,7,895,147000
1326,3636,1,1922,3,4,796,3,5,0,55000
1327,4270,1,1931,3,1,774,2,6,0,79000
1328,6600,1,1982,2,1,816,2,5,264,130500
1329,10440,2,1920,2,1,2792,3,8,520,256000
1330,9084,2,1998,3,2,1632,3,8,462,176500
1331,10000,2,2006,2,1,1588,2,7,825,227000
1332,10780,1,1976,3,2,954,3,6,576,132500
1333,8877,1,1938,3,1,816,3,3,288,100000
1334,7200,1,1938,3,1,1360,2,6,297,125500
1335,2368,1,1970,3,3,1365,3,7,440,125000
1336,9650,2,1977,3,3,1334,3,6,630,167900
1337,9246,1,1973,3,3,1656,3,8,506,135000
1338,4118,1,1941,3,4,693,4,4,0,52500
1339,13450,2,2002,2,1,1861,2,8,492,200000
1340,9560,1,1972,3,1,864,3,5,288,128500
1341,8294,1,1971,3,3,872,3,5,480,123000
1342,13695,2,2003,3,1,1114,2,6,576,155000
1343,9375,2,2002,2,1,2169,2,7,647,228500
1344,7558,2,1928,3,2,1913,3,9,342,177000
1345,11103,2,2006,2,1,1456,2,8,440,155835
1346,6000,1,1920,3,2,960,4,5,308,108500
1347,20781,2,1968,3,3,2156,3,9,508,262500
1348,15306,2,2006,2,1,1776,2,7,712,283463
1349,16196,2,1998,2,1,1494,2,5,514,215000
1350,5250,2,1872,3,4,2358,3,8,0,122000
1351,11643,1,1969,3,3,2634,3,12,968,200000
1352,9247,2,1962,3,1,1716,3,8,490,171000
1353,6000,2,1937,2,3,1176,3,4,624,134900
1354,14720,2,1995,2,1,3238,2,9,666,410000
1355,10316,2,2000,2,1,1865,2,7,839,235000
1356,10192,2,1968,3,2,1920,2,8,487,170000
1357,9477,1,1966,3,3,892,3,5,264,110000
1358,12537,1,1971,3,1,1078,3,6,500,149900
1359,2117,2,2000,2,1,1573,2,5,440,177500
1360,16737,2,2004,2,1,1980,1,8,770,315000
1361,9842,1,1921,3,1,2601,3,8,621,189000
1362,16158,2,2005,2,1,1530,2,7,430,260000
1363,12513,1,1920,3,2,1738,3,7,368,104900
1364,8499,2,2006,3,1,1412,2,6,432,156932
1365,3180,2,2005,2,1,1200,2,4,480,144152
1366,7500,2,2000,2,1,1674,2,7,663,216000
1367,9179,2,1999,2,1,1790,2,7,588,193000
1368,2665,1,1977,3,1,1475,3,6,336,127000
1369,4435,2,2003,2,1,848,2,4,420,144000
1370,10635,2,2003,2,1,1668,2,8,502,232000
1371,5400,1,1920,4,1,1374,3,6,338,105000
1372,9600,2,1955,3,2,1661,2,8,377,165500
1373,9750,2,1998,3,1,2097,2,8,583,274300
1374,11400,2,2001,1,1,2633,1,8,804,466500
1375,10625,2,2005,2,1,1958,2,9,936,250000
1376,10991,2,2007,2,1,1571,2,7,722,239000
1377,6292,2,1930,3,3,790,3,4,160,91000
1378,10998,1,1941,3,1,1604,3,6,660,117000
1379,1953,2,1973,3,3,987,3,5,264,83000
1380,9735,1,2006,3,2,1394,2,7,400,167500
1381,8212,1,1914,3,3,864,3,5,200,58500
1382,12925,2,1970,3,1,2117,3,7,550,237500
1383,7200,2,1920,3,1,1762,2,8,576,157000
1384,25339,1,1918,3,1,1416,2,7,576,112000
1385,9060,2,1939,3,3,1258,3,6,280,105000
1386,5436,1,1922,3,2,1154,2,7,240,125500
1387,16692,2,1978,3,3,2784,2,12,564,250000
1388,8520,2,1916,3,3,2526,2,10,216,136000
1389,14892,2,2006,1,1,1746,1,7,758,377500
1390,6000,2,1941,3,1,1218,3,6,440,131000
1391,9100,2,2000,2,1,1525,2,6,541,235000
1392,8944,1,1967,3,3,1584,3,8,792,124000
1393,7838,1,1967,3,3,900,3,6,288,123000
1394,10800,2,1905,3,1,1912,3,7,672,163000
1395,4045,2,2006,2,1,1500,2,6,648,246578
1396,12665,2,2005,2,1,2482,2,9,642,281213
1397,57200,1,1948,3,3,1687,3,7,572,160000
1398,6120,1,1920,3,1,1513,3,8,180,137500
1399,7200,1,1950,3,2,1904,3,7,240,138000
1400,6171,2,1925,3,1,1608,2,7,216,137450
1401,6000,2,1929,3,3,1158,3,5,208,120000
1402,7415,2,2004,3,1,1593,3,8,398,193000
1403,6762,2,2006,2,1,1294,2,6,662,193879
1404,15256,2,2007,2,1,1464,2,6,754,282922
1405,10410,1,1915,3,3,1214,3,6,936,105000
1406,3842,2,2004,2,1,1646,2,5,482,275000
1407,8445,1,1972,3,3,768,3,5,396,133000
1408,8780,1,1985,3,1,833,3,5,0,112000
1409,7740,1,1910,3,2,1363,3,6,528,125500
1410,20544,2,1986,3,2,2093,3,7,542,215000
1411,12420,2,2001,2,1,1840,2,6,622,230000
1412,9600,2,1950,3,1,1668,3,6,271,140000
1413,7200,1,1949,3,4,1040,3,6,420,90000
1414,10994,2,2005,2,1,1844,2,7,620,257000
1415,13053,2,1923,3,2,1848,2,8,370,207000
1416,3635,2,2007,2,1,1569,2,7,660,175900
1417,11340,1,1885,3,2,2290,3,11,560,122500
1418,16545,2,1998,2,1,2450,2,7,1069,340000
1419,9204,1,1963,3,3,1144,3,6,336,124000
1420,16381,2,1969,2,2,1844,2,7,540,223000
1421,11700,2,1968,3,2,1416,3,7,776,179900
1422,4043,2,1977,3,3,1069,3,4,440,127500
1423,4435,2,2003,2,1,848,2,3,420,136500
1424,19690,2,1966,2,3,2201,2,8,432,274970
1425,9503,1,1958,3,3,1344,3,6,484,144000
1426,10721,2,1959,2,1,1252,2,7,528,142000
1427,10944,2,1994,2,1,2127,2,5,525,271000
1428,10930,1,1945,3,3,1558,3,6,288,140000
1429,7200,1,1940,3,3,804,2,4,240,119000
1430,12546,2,1981,2,1,1440,2,7,467,182900
1431,21930,1,2005,2,1,1838,3,7,372,192140
1432,4928,2,1976,3,3,958,3,5,440,143750
1433,10800,1,1927,3,3,968,3,5,216,64500
1434,10261,2,2000,3,1,1792,3,8,451,186500
1435,17400,1,1977,3,4,1126,3,5,484,160000
1436,8400,2,1962,2,3,1537,2,7,462,174000
1437,9000,1,1971,3,3,864,3,5,528,120500
1438,12444,2,2008,1,1,1932,1,7,774,394617
1439,7407,2,1957,3,3,1236,3,6,923,149700
1440,11584,2,1979,3,3,1725,3,6,550,197000
1441,11526,2,1922,3,4,2555,3,11,672,191000
1442,4426,2,2004,2,1,848,2,3,420,149300
1443,11003,2,2008,1,1,2007,1,10,812,310000
1444,8854,2,1916,3,4,952,4,4,192,121000
1445,8500,2,2004,2,1,1422,2,7,626,179600
1446,8400,2,1966,3,2,913,3,6,240,129000
1447,26142,1,1962,3,3,1188,3,6,312,157900
1448,10000,2,1995,2,1,2090,2,8,556,240000
1449,11767,1,1910,3,2,1346,3,6,384,112000
1450,1533,1,1970,3,1,630,1,3,0,92000
1451,9000,1,1974,3,3,1792,3,8,0,136000
1452,9262,2,2008,2,1,1578,1,7,840,287090
1453,3675,1,2005,3,2,1072,3,5,525,145000
1454,17217,1,2006,3,1,1140,3,6,0,84500
1455,7500,2,2004,2,1,1221,2,6,400,185000
1456,7917,2,1999,3,1,1647,3,7,460,175000
1457,13175,2,1978,3,3,2073,3,7,500,210000
1458,9042,2,1941,1,1,2340,2,9,252,266500
1459,9717,1,1950,3,2,1078,2,5,240,142125
1460,9937,1,1965,2,2,1256,3,6,276,147500
